download_date,mcdi_id,mcdi,category,avg_production,base,alt,grammar,incl_reason,excl_reason,incl_count,excl_count,total_incl_count,total_excl_count
9/13/24,253,tissue/kleenex,household,0.44,kleenex,kleenexs,dumb_plural,,,0,0,758,758
9/13/24,253,tissue/kleenex,household,0.44,kleenex,kleenex,singular_noun,,,209,209,758,758
9/13/24,253,tissue/kleenex,household,0.44,kleenex,kleenexes,plural_noun,,,1,1,758,758
9/13/24,253,tissue/kleenex,household,0.44,kleenex,kleenexs',dumb_plural_possessive,,,0,0,758,758
9/13/24,198,knee,body_parts,0.59,knee,knees,"dumb_plural, plural_noun",,,0,0,899,899
9/13/24,198,knee,body_parts,0.59,knee,knee,singular_noun,,,899,899,899,899
9/13/24,198,knee,body_parts,0.59,knee,knees',"dumb_plural_possessive, plural_possessive",,,0,0,899,899
9/13/24,198,knee,body_parts,0.59,knee,knee's,possessive,,,0,0,899,899
9/13/24,232,knife,household,0.41,knife,knife,singular_noun,,,1061,1061,1062,1062
9/13/24,232,knife,household,0.41,knife,knives,plural_noun,,,0,0,1062,1062
9/13/24,232,knife,household,0.41,knife,knife's,possessive,,,0,0,1062,1062
9/13/24,232,knife,household,0.41,knife,knives',plural_possessive,,,0,0,1062,1062
9/13/24,232,knife,household,0.41,knife,knifes,dumb_plural,,,1,1,1062,1062
9/13/24,232,knife,household,0.41,knife,knifes',dumb_plural_possessive,,,0,0,1062,1062
9/13/24,301,ladder,outside,0.26,ladder,ladder,singular_noun,,,686,686,703,703
9/13/24,301,ladder,outside,0.26,ladder,ladders,"dumb_plural, plural_noun",,,17,17,703,703
9/13/24,301,ladder,outside,0.26,ladder,ladder's,possessive,,,0,0,703,703
9/13/24,301,ladder,outside,0.26,ladder,ladders',"dumb_plural_possessive, plural_possessive",,,0,0,703,703
9/13/24,363,lady,people,0.25,lady,lady's,possessive,,,0,0,2766,2766
9/13/24,363,lady,people,0.25,lady,ladys',dumb_plural_possessive,,,0,0,2766,2766
9/13/24,363,lady,people,0.25,lady,ladys,dumb_plural,,,0,0,2766,2766
9/13/24,363,lady,people,0.25,lady,ladies',plural_possessive,,,0,0,2766,2766
9/13/24,363,lady,people,0.25,lady,ladies,plural_noun,,,0,0,2766,2766
9/13/24,363,lady,people,0.25,lady,lady,singular_noun,,,2766,2766,2766,2766
9/13/24,37,lamb,animals,0.31,lamb,lamb,singular_noun,,,841,841,841,841
9/13/24,37,lamb,animals,0.31,lamb,lambs',"dumb_plural_possessive, plural_possessive",,,0,0,841,841
9/13/24,37,lamb,animals,0.31,lamb,lamb's,possessive,,,0,0,841,841
9/13/24,37,lamb,animals,0.31,lamb,lambs,"dumb_plural, plural_noun",,,0,0,841,841
9/13/24,233,lamp,household,0.25,lamp,lamps,"dumb_plural, plural_noun",,,0,0,212,212
9/13/24,233,lamp,household,0.25,lamp,lamp,singular_noun,,,212,212,212,212
9/13/24,233,lamp,household,0.25,lamp,lamp's,possessive,,,0,0,212,212
9/13/24,233,lamp,household,0.25,lamp,lamps',"dumb_plural_possessive, plural_possessive",,,0,0,212,212
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn mower,singular_noun,,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn mower's,possessive,,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn+mowers,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn mowers,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn mowers',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn+mower,singular_noun,,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn+mowers',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,302,lawn mower,outside,0.27,lawn mower,lawn+mower's,possessive,,,0,0,0,0
9/13/24,199,leg,body_parts,0.58,leg,legs,"dumb_plural, plural_noun",,,0,0,2577,2577
9/13/24,199,leg,body_parts,0.58,leg,leg,singular_noun,,,2577,2577,2577,2577
9/13/24,199,leg,body_parts,0.58,leg,leg's,possessive,,,0,0,2577,2577
9/13/24,199,leg,body_parts,0.58,leg,legs',"dumb_plural_possessive, plural_possessive",,,0,0,2577,2577
9/13/24,234,light,household,0.65,light,light's,possessive,,,0,0,4647,4647
9/13/24,234,light,household,0.65,light,lights',"dumb_plural_possessive, plural_possessive",,,0,0,4647,4647
9/13/24,234,light,household,0.65,light,light,singular_noun,,,4647,4647,4647,4647
9/13/24,234,light,household,0.65,light,lights,"dumb_plural, plural_noun",,,0,0,4647,4647
9/13/24,38,lion,animals,0.58,lion,lion's,possessive,,,0,0,2096,2096
9/13/24,38,lion,animals,0.58,lion,lion,singular_noun,,,2094,2094,2096,2096
9/13/24,38,lion,animals,0.58,lion,lions',"dumb_plural_possessive, plural_possessive",,,0,0,2096,2096
9/13/24,38,lion,animals,0.58,lion,lions,"dumb_plural, plural_noun",,,2,2,2096,2096
9/13/24,277,living room,furniture_rooms,0.27,living room,living+rooms,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living+room,singular_noun,,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living+room's,possessive,,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living room,singular_noun,,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living rooms,"dumb_plural, plural_noun",,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living room's,possessive,,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living+rooms',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,277,living room,furniture_rooms,0.27,living room,living rooms',"dumb_plural_possessive, plural_possessive",,,0,0,0,0
9/13/24,122,lollipop,food_drink,0.27,lollipop,lollipop,singular_noun,,,700,700,700,700
9/13/24,122,lollipop,food_drink,0.27,lollipop,lollipops,"dumb_plural, plural_noun",,,0,0,700,700
9/13/24,122,lollipop,food_drink,0.27,lollipop,lollipop's,possessive,,,0,0,700,700
9/13/24,122,lollipop,food_drink,0.27,lollipop,lollipops',"dumb_plural_possessive, plural_possessive",,,0,0,700,700
9/13/24,364,mailman,people,0.17,mail+man,mail+mans',dumb_plural_possessive,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mail+man,mail+man,"singular_noun, syntax-corrected",,,0,0,1,1
9/13/24,364,mailman,people,0.17,mail+man,mail+men,plural_noun,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mail+man,mail+mens',plural_possessive,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mail+man,mail+mans,dumb_plural,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mail+man,mail+man's,possessive,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mailman,mailmans',dumb_plural_possessive,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mailman,mailmans,dumb_plural,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mailman,mailman,singular_noun,,,1,1,1,1
9/13/24,364,mailman,people,0.17,mailman,mailmen,plural_noun,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mailman,mailman's,possessive,,,0,0,1,1
9/13/24,364,mailman,people,0.17,mailman,mailmens',plural_possessive,,,0,0,1,1
9/13/24,366,mommy*,people,0.96,mama,mamas,"dumb_plural, plural_noun",,,3,3,63693,63693
9/13/24,366,mommy*,people,0.96,mama,mama,"diminutive, singular_noun",,,7067,7067,63693,63693
9/13/24,366,mommy*,people,0.96,mama,mama's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mama,mamas',"dumb_plural_possessive, plural_possessive",,,0,0,63693,63693
9/13/24,365,man,people,0.36,man,mens',plural_possessive,,,0,0,7210,7210
9/13/24,365,man,people,0.36,man,mans,dumb_plural,,,2,2,7210,7210
9/13/24,365,man,people,0.36,man,mans',dumb_plural_possessive,,,0,0,7210,7210
9/13/24,365,man,people,0.36,man,men,plural_noun,,,9,9,7210,7210
9/13/24,365,man,people,0.36,man,man,singular_noun,,,7199,7199,7210,7210
9/13/24,365,man,people,0.36,man,man's,possessive,,,0,0,7210,7210
9/13/24,123,meat,food_drink,0.37,meat,meat,singular_noun,,,1532,1532,1532,1532
9/13/24,123,meat,food_drink,0.37,meat,meats,"dumb_plural, plural_noun",,,0,0,1532,1532
9/13/24,123,meat,food_drink,0.37,meat,meats',"dumb_plural_possessive, plural_possessive",,,0,0,1532,1532
9/13/24,123,meat,food_drink,0.37,meat,meat's,possessive,,,0,0,1532,1532
9/13/24,235,medicine,household,0.44,medicine,medicines',"dumb_plural_possessive, plural_possessive",,,0,0,825,825
9/13/24,235,medicine,household,0.44,medicine,medicine's,possessive,,,0,0,825,825
9/13/24,235,medicine,household,0.44,medicine,medicines,"dumb_plural, plural_noun",,,0,0,825,825
9/13/24,235,medicine,household,0.44,medicine,medicine,singular_noun,,,825,825,825,825
9/13/24,124,melon,food_drink,0.29,melon,melons,"dumb_plural, plural_noun",,,0,0,67,67
9/13/24,124,melon,food_drink,0.29,melon,melons',"dumb_plural_possessive, plural_possessive",,,0,0,67,67
9/13/24,124,melon,food_drink,0.29,melon,melon's,possessive,,,0,0,67,67
9/13/24,124,melon,food_drink,0.29,melon,melon,singular_noun,,,67,67,67,67
9/13/24,125,milk,food_drink,0.81,milk,milks,"dumb_plural, plural_noun",,,0,0,7086,7086
9/13/24,125,milk,food_drink,0.81,milk,milk,singular_noun,,,7086,7086,7086,7086
9/13/24,125,milk,food_drink,0.81,milk,milks',"dumb_plural_possessive, plural_possessive",,,0,0,7086,7086
9/13/24,125,milk,food_drink,0.81,milk,milk's,possessive,,,0,0,7086,7086
9/13/24,168,mittens,clothing,0.33,mittens,mittens,"dumb_plural, plural_noun",,,3,3,421,421
9/13/24,168,mittens,clothing,0.33,mittens,mitten,singular_noun,,,418,418,421,421
9/13/24,168,mittens,clothing,0.33,mittens,mittenss,plural_noun,,,0,0,421,421
9/13/24,168,mittens,clothing,0.33,mittens,mittens',dumb_plural_possessive,,,0,0,421,421
9/13/24,168,mittens,clothing,0.33,mittens,mittenss',plural_possessive,,,0,0,421,421
9/13/24,168,mittens,clothing,0.33,mittens,mitten's,possessive,,,0,0,421,421
9/13/24,366,mommy*,people,0.96,mom,mom's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mom,mom,"diminutive, singular_noun",,,11504,11504,63693,63693
9/13/24,366,mommy*,people,0.96,mom,moms,"dumb_plural, plural_noun",,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mom,moms',"dumb_plural_possessive, plural_possessive",,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommy,singular_noun,,,39354,39354,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommy's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommies',plural_possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommies,plural_noun,,,21,21,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommys',dumb_plural_possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mommy,mommys,dumb_plural,,,7,7,63693,63693
9/13/24,236,money,household,0.45,money,money's,possessive,,,0,0,3157,3157
9/13/24,236,money,household,0.45,money,moneys',dumb_plural_possessive,,,0,0,3157,3157
9/13/24,236,money,household,0.45,money,moneys,dumb_plural,,,3,3,3157,3157
9/13/24,236,money,household,0.45,money,money,singular_noun,,,3150,3150,3157,3157
9/13/24,236,money,household,0.45,money,monies,plural_noun,,,4,4,3157,3157
9/13/24,236,money,household,0.45,money,monies',plural_possessive,,,0,0,3157,3157
9/13/24,39,monkey,animals,0.69,monkey,monkeys',"dumb_plural_possessive, plural_possessive",,,0,0,2564,2564
9/13/24,39,monkey,animals,0.69,monkey,monkey's,possessive,,,0,0,2564,2564
9/13/24,39,monkey,animals,0.69,monkey,monkeys,"dumb_plural, plural_noun",,,1,1,2564,2564
9/13/24,39,monkey,animals,0.69,monkey,monkey,singular_noun,,,2563,2563,2564,2564
9/13/24,303,moon,outside,0.67,moon,moon's,possessive,,,0,0,2964,2964
9/13/24,303,moon,outside,0.67,moon,moons',"dumb_plural_possessive, plural_possessive",,,0,0,2964,2964
9/13/24,303,moon,outside,0.67,moon,moon,singular_noun,,,2964,2964,2964,2964
9/13/24,303,moon,outside,0.67,moon,moons,"dumb_plural, plural_noun",,,0,0,2964,2964
9/13/24,40,moose,animals,0.24,moose,mooses',"dumb_plural_possessive, plural_possessive",,,0,0,273,273
9/13/24,40,moose,animals,0.24,moose,moose's,possessive,,,0,0,273,273
9/13/24,40,moose,animals,0.24,moose,moose,"plural_noun, singular_noun",,,269,269,273,273
9/13/24,40,moose,animals,0.24,moose,mooses,dumb_plural,,,4,4,273,273
9/13/24,237,mop,household,0.19,mop,mop,singular_noun,,,178,178,178,178
9/13/24,237,mop,household,0.19,mop,mop's,possessive,,,0,0,178,178
9/13/24,237,mop,household,0.19,mop,mops,"dumb_plural, plural_noun",,,0,0,178,178
9/13/24,237,mop,household,0.19,mop,mops',"dumb_plural_possessive, plural_possessive",,,0,0,178,178
9/13/24,366,mommy*,people,0.96,mother,mother,"diminutive, singular_noun",,,4215,4215,63693,63693
9/13/24,366,mommy*,people,0.96,mother,mothers,"dumb_plural, plural_noun",,,2,2,63693,63693
9/13/24,366,mommy*,people,0.96,mother,mother's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mother,mothers',"dumb_plural_possessive, plural_possessive",,,0,0,63693,63693
9/13/24,63,motorcycle,vehicles,0.41,motor+cycle,motor+cycles',"dumb_plural_possessive, plural_possessive",,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motor+cycle,motor+cycle's,possessive,,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motor+cycle,motor+cycles,"dumb_plural, plural_noun",,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motor+cycle,motor+cycle,"singular_noun, syntax-corrected",,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motorcycle,motorcycles,"dumb_plural, plural_noun",,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motorcycle,motorcycle,singular_noun,,,795,795,795,795
9/13/24,63,motorcycle,vehicles,0.41,motorcycle,motorcycle's,possessive,,,0,0,795,795
9/13/24,63,motorcycle,vehicles,0.41,motorcycle,motorcycles',"dumb_plural_possessive, plural_possessive",,,0,0,795,795
9/13/24,41,mouse,animals,0.55,mouse,mouse's,possessive,,,0,0,2806,2806
9/13/24,41,mouse,animals,0.55,mouse,mice,plural_noun,,,2,2,2806,2806
9/13/24,41,mouse,animals,0.55,mouse,mices',plural_possessive,,,0,0,2806,2806
9/13/24,41,mouse,animals,0.55,mouse,mouse,singular_noun,,,2792,2792,2806,2806
9/13/24,41,mouse,animals,0.55,mouse,mouses,dumb_plural,,,12,12,2806,2806
9/13/24,41,mouse,animals,0.55,mouse,mouses',dumb_plural_possessive,,,0,0,2806,2806
9/13/24,201,mouth,body_parts,0.72,mouth,mouth,singular_noun,,,5678,5678,5678,5678
9/13/24,201,mouth,body_parts,0.72,mouth,mouths,"dumb_plural, plural_noun",,,0,0,5678,5678
9/13/24,201,mouth,body_parts,0.72,mouth,mouths',"dumb_plural_possessive, plural_possessive",,,0,0,5678,5678
9/13/24,201,mouth,body_parts,0.72,mouth,mouth's,possessive,,,0,0,5678,5678
9/13/24,335,movie,places,0.26,movie,movie,singular_noun,,,1710,1710,1710,1710
9/13/24,335,movie,places,0.26,movie,movie's,possessive,,,0,0,1710,1710
9/13/24,335,movie,places,0.26,movie,movies,"dumb_plural, plural_noun",,,0,0,1710,1710
9/13/24,335,movie,places,0.26,movie,movies',"dumb_plural_possessive, plural_possessive",,,0,0,1710,1710
9/13/24,126,muffin,food_drink,0.39,muffin,muffin,singular_noun,,,618,618,618,618
9/13/24,126,muffin,food_drink,0.39,muffin,muffins,"dumb_plural, plural_noun",,,0,0,618,618
9/13/24,126,muffin,food_drink,0.39,muffin,muffin's,possessive,,,0,0,618,618
9/13/24,126,muffin,food_drink,0.39,muffin,muffins',"dumb_plural_possessive, plural_possessive",,,0,0,618,618
9/13/24,366,mommy*,people,0.96,mum,mum's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mum,mums,"dumb_plural, plural_noun",,,1,1,63693,63693
9/13/24,366,mommy*,people,0.96,mum,mum,"diminutive, singular_noun",,,313,313,63693,63693
9/13/24,366,mommy*,people,0.96,mum,mums',"dumb_plural_possessive, plural_possessive",,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummy,"diminutive, singular_noun",,,1203,1203,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummies,plural_noun,,,3,3,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummy's,possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummies',plural_possessive,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummys,dumb_plural,,,0,0,63693,63693
9/13/24,366,mommy*,people,0.96,mummy,mummys',dumb_plural_possessive,,,0,0,63693,63693
9/13/24,238,nail,household,0.21,nail,nails',"dumb_plural_possessive, plural_possessive",,,0,0,592,592
9/13/24,238,nail,household,0.21,nail,nail,singular_noun,,,592,592,592,592
9/13/24,238,nail,household,0.21,nail,nail's,possessive,,,0,0,592,592
9/13/24,238,nail,household,0.21,nail,nails,"dumb_plural, plural_noun",,,0,0,592,592
9/13/24,239,napkin,household,0.42,napkin,napkin's,possessive,,,0,0,937,937
9/13/24,239,napkin,household,0.42,napkin,napkin,singular_noun,,,937,937,937,937
9/13/24,239,napkin,household,0.42,napkin,napkins,"dumb_plural, plural_noun",,,0,0,937,937
9/13/24,239,napkin,household,0.42,napkin,napkins',"dumb_plural_possessive, plural_possessive",,,0,0,937,937
9/13/24,169,necklace,clothing,0.35,neck+lace,neck+lace,"singular_noun, syntax-corrected",,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,neck+lace,neck+laces,"dumb_plural, plural_noun",,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,neck+lace,neck+laces',"dumb_plural_possessive, plural_possessive",,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,neck+lace,neck+lace's,possessive,,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,necklace,necklace,singular_noun,,,415,415,415,415
9/13/24,169,necklace,clothing,0.35,necklace,necklaces',"dumb_plural_possessive, plural_possessive",,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,necklace,necklace's,possessive,,,0,0,415,415
9/13/24,169,necklace,clothing,0.35,necklace,necklaces,"dumb_plural, plural_noun",,,0,0,415,415
9/13/24,127,noodles,food_drink,0.51,noodles,noodless,plural_noun,,,0,0,510,510
9/13/24,127,noodles,food_drink,0.51,noodles,noodless',plural_possessive,,,0,0,510,510
9/13/24,127,noodles,food_drink,0.51,noodles,noodle,singular_noun,,,510,510,510,510
9/13/24,127,noodles,food_drink,0.51,noodles,noodles,"dumb_plural, plural_noun",,,0,0,510,510
9/13/24,127,noodles,food_drink,0.51,noodles,noodles',dumb_plural_possessive,,,0,0,510,510
9/13/24,127,noodles,food_drink,0.51,noodles,noodle's,possessive,,,0,0,510,510
9/13/24,202,nose,body_parts,0.85,nose,noses',"dumb_plural_possessive, plural_possessive",,,0,0,4596,4596
9/13/24,202,nose,body_parts,0.85,nose,noses,"dumb_plural, plural_noun",,,0,0,4596,4596
9/13/24,202,nose,body_parts,0.85,nose,nose,singular_noun,,,4596,4596,4596,4596
9/13/24,202,nose,body_parts,0.85,nose,nose's,possessive,,,0,0,4596,4596
9/13/24,367,nurse,people,0.08,nurse,nurses',"dumb_plural_possessive, plural_possessive",,,0,0,1415,1415
9/13/24,367,nurse,people,0.08,nurse,nurse's,possessive,,,0,0,1415,1415
9/13/24,367,nurse,people,0.08,nurse,nurse,singular_noun,,,1414,1414,1415,1415
9/13/24,367,nurse,people,0.08,nurse,nurses,"dumb_plural, plural_noun",,,1,1,1415,1415
9/13/24,128,nuts,food_drink,0.31,nuts,nuts,"dumb_plural, plural_noun",,,369,369,916,916
9/13/24,128,nuts,food_drink,0.31,nuts,nut,singular_noun,,,547,547,916,916
9/13/24,128,nuts,food_drink,0.31,nuts,nutss,plural_noun,,,0,0,916,916
9/13/24,128,nuts,food_drink,0.31,nuts,nut's,possessive,,,0,0,916,916
9/13/24,128,nuts,food_drink,0.31,nuts,nutss',plural_possessive,,,0,0,916,916
9/13/24,128,nuts,food_drink,0.31,nuts,nuts',dumb_plural_possessive,,,0,0,916,916
9/13/24,129,orange (food),food_drink,0.61,orange,oranges',"dumb_plural_possessive, plural_possessive",,,0,0,4556,4556
9/13/24,129,orange (food),food_drink,0.61,orange,orange's,possessive,,,0,0,4556,4556
9/13/24,129,orange (food),food_drink,0.61,orange,orange,singular_noun,,,4554,4554,4556,4556
9/13/24,129,orange (food),food_drink,0.61,orange,oranges,"dumb_plural, plural_noun",,,2,2,4556,4556
9/13/24,336,outside,places,0.69,out+side,out+sides,"dumb_plural, plural_noun",,,0,0,4477,4477
9/13/24,336,outside,places,0.69,out+side,out+side,"singular_noun, syntax-corrected",,,0,0,4477,4477
9/13/24,336,outside,places,0.69,out+side,out+side's,possessive,,,0,0,4477,4477
9/13/24,336,outside,places,0.69,out+side,out+sides',"dumb_plural_possessive, plural_possessive",,,0,0,4477,4477
9/13/24,336,outside,places,0.69,outside,outsides',"dumb_plural_possessive, plural_possessive",,,0,0,4477,4477
9/13/24,336,outside,places,0.69,outside,outside,singular_noun,,,4477,4477,4477,4477
9/13/24,336,outside,places,0.69,outside,outsides,"dumb_plural, plural_noun",,,0,0,4477,4477
9/13/24,336,outside,places,0.69,outside,outside's,possessive,,,0,0,4477,4477
9/13/24,278,oven,furniture_rooms,0.31,oven,oven,singular_noun,,,603,603,603,603
9/13/24,278,oven,furniture_rooms,0.31,oven,ovens',"dumb_plural_possessive, plural_possessive",,,0,0,603,603
9/13/24,278,oven,furniture_rooms,0.31,oven,ovens,"dumb_plural, plural_noun",,,0,0,603,603
9/13/24,278,oven,furniture_rooms,0.31,oven,oven's,possessive,,,0,0,603,603
9/13/24,203,owie/boo boo,body_parts,0.72,owie,owies,"dumb_plural, plural_noun",,,3,3,465,402
9/13/24,203,owie/boo boo,body_parts,0.72,owie,owie,singular_noun,,,193,193,465,402
9/13/24,203,owie/boo boo,body_parts,0.72,owie,owie's,possessive,,,0,0,465,402
9/13/24,203,owie/boo boo,body_parts,0.72,owie,owies',"dumb_plural_possessive, plural_possessive",,,0,0,465,402
9/13/24,42,owl,animals,0.51,owl,owls,"dumb_plural, plural_noun",,,0,0,1403,1403
9/13/24,42,owl,animals,0.51,owl,owl's,possessive,,,0,0,1403,1403
9/13/24,42,owl,animals,0.51,owl,owls',"dumb_plural_possessive, plural_possessive",,,0,0,1403,1403
9/13/24,42,owl,animals,0.51,owl,owl,singular_noun,,,1403,1403,1403,1403
9/13/24,170,pajamas,clothing,0.58,pajamas,pajamass',dumb_plural_possessive,,,0,0,703,703
9/13/24,170,pajamas,clothing,0.58,pajamas,pajamas,"plural_noun, singular_noun",,,624,624,703,703
9/13/24,170,pajamas,clothing,0.58,pajamas,pajamas's,possessive,,,0,0,703,703
9/13/24,170,pajamas,clothing,0.58,pajamas,pajamas',plural_possessive,,,0,0,703,703
9/13/24,170,pajamas,clothing,0.58,pajamas,pajamass,dumb_plural,,,0,0,703,703
9/13/24,130,pancake,food_drink,0.5,pan+cake,pan+cakes,"dumb_plural, plural_noun",,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pan+cake,pan+cake's,possessive,,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pan+cake,pan+cake,"singular_noun, syntax-corrected",,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pan+cake,pan+cakes',"dumb_plural_possessive, plural_possessive",,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pancake,pancakes',"dumb_plural_possessive, plural_possessive",,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pancake,pancake,singular_noun,,,856,856,857,857
9/13/24,130,pancake,food_drink,0.5,pancake,pancake's,possessive,,,0,0,857,857
9/13/24,130,pancake,food_drink,0.5,pancake,pancakes,"dumb_plural, plural_noun",,,1,1,857,857
9/13/24,171,pants,clothing,0.66,pants,pant,singular_noun,,,1039,1039,2154,2154
9/13/24,171,pants,clothing,0.66,pants,pants,"dumb_plural, plural_noun",,,1115,1115,2154,2154
9/13/24,171,pants,clothing,0.66,pants,pant's,possessive,,,0,0,2154,2154
9/13/24,171,pants,clothing,0.66,pants,pantss',plural_possessive,,,0,0,2154,2154
9/13/24,171,pants,clothing,0.66,pants,pants',dumb_plural_possessive,,,0,0,2154,2154
9/13/24,171,pants,clothing,0.66,pants,pantss,plural_noun,,,0,0,2154,2154
9/13/24,356,daddy*,people,0.95,papa,papas',"dumb_plural_possessive, plural_possessive",,,0,0,29506,29506
9/13/24,356,daddy*,people,0.95,papa,papa's,possessive,,,0,0,29506,29506
9/13/24,356,daddy*,people,0.95,papa,papas,"dumb_plural, plural_noun",,,0,0,29506,29506
9/13/24,356,daddy*,people,0.95,papa,papa,"diminutive, singular_noun",,,1120,1120,29506,29506
9/13/24,240,paper,household,0.58,paper,papers,"dumb_plural, plural_noun",,,0,0,4716,4716
9/13/24,240,paper,household,0.58,paper,paper,singular_noun,,,4716,4716,4716,4716
9/13/24,240,paper,household,0.58,paper,papers',"dumb_plural_possessive, plural_possessive",,,0,0,4716,4716
9/13/24,240,paper,household,0.58,paper,paper's,possessive,,,0,0,4716,4716
9/13/24,337,park,places,0.59,park,parks,"dumb_plural, plural_noun",,,0,0,1540,1540
9/13/24,337,park,places,0.59,park,park's,possessive,,,0,0,1540,1540
9/13/24,337,park,places,0.59,park,parks',"dumb_plural_possessive, plural_possessive",,,0,0,1540,1540
9/13/24,337,park,places,0.59,park,park,singular_noun,,,1540,1540,1540,1540
9/13/24,338,party,places,0.35,party,party,singular_noun,,,2095,2095,2095,2095
9/13/24,338,party,places,0.35,party,parties,plural_noun,,,0,0,2095,2095
9/13/24,338,party,places,0.35,party,party's,possessive,,,0,0,2095,2095
9/13/24,338,party,places,0.35,party,parties',plural_possessive,,,0,0,2095,2095
9/13/24,338,party,places,0.35,party,partys,dumb_plural,,,0,0,2095,2095
9/13/24,338,party,places,0.35,party,partys',dumb_plural_possessive,,,0,0,2095,2095
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut+butters,dumb_plural,,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut+butters',"dumb_plural_possessive, plural_possessive",,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut+butter's,possessive,,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut+butter,"plural_noun, singular_noun",,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut butter's,possessive,,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut butters',"dumb_plural_possessive, plural_possessive",,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut butters,dumb_plural,,,0,0,561,561
9/13/24,132,peanut butter,food_drink,0.46,peanut butter,peanut butter,"plural_noun, singular_noun",,,561,561,561,561
9/13/24,131,peas,food_drink,0.47,peas,peas,"dumb_plural, plural_noun",,,2,2,2419,2419
9/13/24,131,peas,food_drink,0.47,peas,peass',plural_possessive,,,0,0,2419,2419
9/13/24,131,peas,food_drink,0.47,peas,peas',dumb_plural_possessive,,,0,0,2419,2419
